,song_title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,url,song_and_artist,cluster
1449,should i stay or should i go - remastered,The Clash,39shmbIHICJ2Wxnk1fPSdz,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,188987,https://open.spotify.com/track/39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered - The Clash,3
1450,stars,Simply Red,75CgD6l7K4qMzZrn4CbZqz,0.716,0.818,7,-7.456,1,0.0256,0.154,0.000806,0.236,0.817,103.668,248600,https://open.spotify.com/track/75CgD6l7K4qMzZrn4CbZqz,Stars - Simply Red,3
1451,mary jane's last dance,Tom Petty and the Heartbreakers,3dmqIB2Qxe2XZobw9gXxJ6,0.464,0.655,7,-9.058,0,0.0608,0.0272,1.34e-06,0.328,0.531,169.515,273600,https://open.spotify.com/track/3dmqIB2Qxe2XZobw9gXxJ6,Mary Jane's Last Dance - Tom Petty and the Heartbreakers,1
1452,wij zullen doorgaan - 1975 single version,Ramses Shaffy,19MAlVmXa2jrccQiFVi5UE,0.254,0.252,3,-16.632,1,0.0321,0.912,0.3,0.21,0.322,80.599,264107,https://open.spotify.com/track/19MAlVmXa2jrccQiFVi5UE,Wij Zullen Doorgaan - 1975 Single Version - Ramses Shaffy,6
1453,happier,Ed Sheeran,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,207520,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Happier - Ed Sheeran,6
1454,pumped up kicks,Foster The People,7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks - Foster The People,0
1455,rosie,Claw Boys Claw,69ODZ5WxYT8JLSddKBUjKE,0.591,0.548,4,-11.768,1,0.0257,0.465,0.843,0.112,0.639,100.18,264120,https://open.spotify.com/track/69ODZ5WxYT8JLSddKBUjKE,Rosie - Claw Boys Claw,5
1456,overture,The Who,3P0VltjBDpzJeFFHVpF0nK,0.483,0.617,0,-10.488,1,0.0349,0.0557,0.691,0.143,0.185,118.105,320032,https://open.spotify.com/track/3P0VltjBDpzJeFFHVpF0nK,Overture - The Who,5
1457,uptown girl,Billy Joel,5zA8vzDGqPl2AzZkEYQGKh,0.701,0.944,4,-2.986,1,0.0455,0.0755,0.0,0.601,0.792,128.993,197707,https://open.spotify.com/track/5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl - Billy Joel,4
1458,r u kiddin' me,Anouk,3FD3gEw8o1Kb5OPBZr8rhy,0.451,0.827,4,-6.093,1,0.0591,0.0122,0.000473,0.0932,0.611,177.835,200400,https://open.spotify.com/track/3FD3gEw8o1Kb5OPBZr8rhy,R U Kiddin' Me - Anouk,1
1459,run to the water,Live,3QdgPYfiUciRm2IbgirVta,0.151,0.854,8,-4.508,0,0.052,0.00179,0.000851,0.0878,0.287,181.264,267573,https://open.spotify.com/track/3QdgPYfiUciRm2IbgirVta,Run To The Water - Live,1
1460,in bloom,Nirvana,0eeEzvw5Etwv6tyz2PyE6L,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,255080,https://open.spotify.com/track/0eeEzvw5Etwv6tyz2PyE6L,In Bloom - Nirvana,1
1461,shotgun,George Ezra,4ofwffwvvnbSkrMSCKQDaC,0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.744,201287,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,Shotgun - George Ezra,3
1462,world of hurt,Ilse DeLange,5vaOFF0VeL8zL7rTqsGt0G,0.868,0.468,11,-9.83,1,0.0384,0.617,0.000217,0.133,0.644,98.938,234067,https://open.spotify.com/track/5vaOFF0VeL8zL7rTqsGt0G,World of Hurt - Ilse DeLange,6
1463,le freak,CHIC,4fp35vDAZm0eqYCu4TGNS8,0.902,0.839,7,-6.736,1,0.0662,0.00373,8.79e-05,0.0859,0.857,118.485,329973,https://open.spotify.com/track/4fp35vDAZm0eqYCu4TGNS8,Le Freak - CHIC,3
1464,"oxygene, pt. 4",Jean-Michel Jarre,0Tt2jli0yAD1MKSTb5MvS2,0.432,0.755,7,-8.457,0,0.0367,0.0234,0.595,0.551,0.656,188.932,246893,https://open.spotify.com/track/0Tt2jli0yAD1MKSTb5MvS2,"Oxygene, Pt. 4 - Jean-Michel Jarre",5
1465,after midnight,J.J. Cale,1PC5GV3OaoXx5em8ttQOMI,0.694,0.306,2,-19.315,1,0.0353,0.171,0.0736,0.0866,0.521,95.989,143693,https://open.spotify.com/track/1PC5GV3OaoXx5em8ttQOMI,After Midnight - J.J. Cale,6
1466,euphoria,Loreen,2knr7ikPt4l7bk92qS4ZXW,0.518,0.679,11,-5.406,0,0.0355,0.079,4.85e-05,0.0588,0.106,132.146,214133,https://open.spotify.com/track/2knr7ikPt4l7bk92qS4ZXW,Euphoria - Loreen,1
1467,can you feel the love tonight,Elton John,32RxZnEk5KyWUTZR4azxbD,0.313,0.275,10,-12.501,1,0.0326,0.887,0.0003,0.11,0.148,124.085,241253,https://open.spotify.com/track/32RxZnEk5KyWUTZR4azxbD,Can You Feel the Love Tonight - Elton John,6
1468,she's leaving home - remastered 2009,The Beatles,3PjMtNzwhDHqxoKudm6GvF,0.381,0.214,4,-11.629,1,0.0337,0.944,0.0,0.106,0.393,127.581,215160,https://open.spotify.com/track/3PjMtNzwhDHqxoKudm6GvF,She's Leaving Home - Remastered 2009 - The Beatles,6
1469,fireflies,Owl City,3DamFFqW32WihKkTVlwTYQ,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,228347,https://open.spotify.com/track/3DamFFqW32WihKkTVlwTYQ,Fireflies - Owl City,1
1470,panama - 2015 remaster,Van Halen,05RgAMGypEvqhNs5hPCbMS,0.526,0.978,8,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,210227,https://open.spotify.com/track/05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster - Van Halen,1
1471,relight my fire - single version,Dan Hartman,0ZvLrvwzp0nBkfmtzL7XO1,0.759,0.871,0,-7.034,1,0.0391,0.0687,0.0,0.342,0.871,120.43,224333,https://open.spotify.com/track/0ZvLrvwzp0nBkfmtzL7XO1,Relight My Fire - Single Version - Dan Hartman,3
1472,all star,Smash Mouth,3cfOd4CMv2snFaKAnMdnvK,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,200373,https://open.spotify.com/track/3cfOd4CMv2snFaKAnMdnvK,All Star - Smash Mouth,3
1473,seven wonders - 2017 remaster,Fleetwood Mac,1VN2vWSkSmMKOhxr8lHzSx,0.707,0.625,4,-9.529,1,0.0303,0.0259,5.42e-05,0.104,0.634,119.049,222400,https://open.spotify.com/track/1VN2vWSkSmMKOhxr8lHzSx,Seven Wonders - 2017 Remaster - Fleetwood Mac,3
1474,by the way,Red Hot Chili Peppers,1f2V8U1BiWaC9aJWmpOARe,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,216933,https://open.spotify.com/track/1f2V8U1BiWaC9aJWmpOARe,By the Way - Red Hot Chili Peppers,1
1475,het is koud zonder jou,Andre Hazes,05sPyEnK4qYyzuESFxgMrJ,0.478,0.659,4,-6.142,1,0.0291,0.234,0.0,0.133,0.551,98.442,245453,https://open.spotify.com/track/05sPyEnK4qYyzuESFxgMrJ,Het Is Koud Zonder Jou - Andre Hazes,3
1476,the monster,Eminem,48RrDBpOSSl1aLVCalGl5C,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189,https://open.spotify.com/track/48RrDBpOSSl1aLVCalGl5C,The Monster - Eminem,0
1477,thank god i'm a country boy,John Denver,69HICMmc6nNLucAx3aJX9M,0.762,0.537,9,-9.58,1,0.0478,0.785,0.000669,0.0551,0.958,105.603,193093,https://open.spotify.com/track/69HICMmc6nNLucAx3aJX9M,Thank God I'm a Country Boy - John Denver,3
1478,hier komt de storm,Frank Boeijen Groep,6N8wKArUpuZaotSmzFxELh,0.413,0.767,0,-7.764,1,0.0378,0.509,3.56e-05,0.235,0.429,88.939,388027,https://open.spotify.com/track/6N8wKArUpuZaotSmzFxELh,Hier Komt De Storm - Frank Boeijen Groep,6
1479,sandstorm,Darude,6Sy9BUbgFse0n0LPA5lwy5,0.528,0.965,11,-7.984,0,0.0465,0.141,0.985,0.0797,0.587,136.065,225493,https://open.spotify.com/track/6Sy9BUbgFse0n0LPA5lwy5,Sandstorm - Darude,5
1480,what's love got to do with it,Tina Turner,4kOfxxnW1ukZdsNbCKY9br,0.851,0.406,1,-11.631,1,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,226880,https://open.spotify.com/track/4kOfxxnW1ukZdsNbCKY9br,What's Love Got to Do with It - Tina Turner,3
1481,don't start now,Dua Lipa,3PfIrDoz19wz7qK7tYeu62,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,Don't Start Now - Dua Lipa,0
1482,learning to fly,Tom Petty and the Heartbreakers,17S4XrLvF5jlGvGCJHgF51,0.651,0.766,0,-9.935,1,0.0299,0.206,0.00103,0.362,0.949,116.74,242107,https://open.spotify.com/track/17S4XrLvF5jlGvGCJHgF51,Learning To Fly - Tom Petty and the Heartbreakers,3
1483,master blaster (jammin'),Stevie Wonder,5EAgXGJ8Kw5QAfhQkZXYqT,0.877,0.422,10,-14.933,0,0.0546,0.04,0.000406,0.182,0.97,131.103,307933,https://open.spotify.com/track/5EAgXGJ8Kw5QAfhQkZXYqT,Master Blaster (Jammin') - Stevie Wonder,0
1484,rivers of babylon,Boney M.,78His8pbKjbDQF7aX5asgv,0.729,0.851,7,-7.033,1,0.0362,0.13,0.000912,0.443,0.741,115.118,261267,https://open.spotify.com/track/78His8pbKjbDQF7aX5asgv,Rivers of Babylon - Boney M.,4
1485,water under the bridge,Adele,7xfzwPasShmaPL7gB7va3J,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.35e-06,0.105,0.537,94.963,240439,https://open.spotify.com/track/7xfzwPasShmaPL7gB7va3J,Water Under The Bridge - Adele,0
1486,god save the queen,Sex Pistols,2mHchPRtQWet3iIS3jANr1,0.304,0.901,9,-7.756,1,0.0602,0.00105,0.000376,0.158,0.541,147.199,199453,https://open.spotify.com/track/2mHchPRtQWet3iIS3jANr1,God Save The Queen - Sex Pistols,1
1487,you have been loved,George Michael,1W19bowAmX4WJusclbWIbM,0.605,0.243,4,-15.602,0,0.028,0.243,0.0712,0.113,0.161,136.79,330800,https://open.spotify.com/track/1W19bowAmX4WJusclbWIbM,You Have Been Loved - George Michael,6
1488,yellow submarine,The Beatles,1tdltVUBkiBCW1C3yB4zyD,0.616,0.636,1,-7.055,1,0.0325,0.208,0.0,0.517,0.654,110.618,159160,https://open.spotify.com/track/1tdltVUBkiBCW1C3yB4zyD,Yellow Submarine - The Beatles,4
1489,no good (start the dance) [remastered],The Prodigy,1qHKYuAeVf0XISmgwaacHf,0.64,0.992,5,-6.974,0,0.0523,0.00567,0.802,0.164,0.17,144.994,377827,https://open.spotify.com/track/1qHKYuAeVf0XISmgwaacHf,No Good (Start the Dance) [Remastered] - The Prodigy,5
1490,every teardrop is a waterfall,Coldplay,2U8g9wVcUu9wsg6i7sFSv8,0.425,0.732,9,-6.883,1,0.0396,0.00194,0.0103,0.171,0.333,117.98,240796,https://open.spotify.com/track/2U8g9wVcUu9wsg6i7sFSv8,Every Teardrop Is a Waterfall - Coldplay,1
1491,save me - remastered 2011,Queen,1pBFEy8cz0Fq4Pru0c4awd,0.507,0.452,7,-6.8,1,0.0269,0.359,0.0,0.109,0.322,81.632,229920,https://open.spotify.com/track/1pBFEy8cz0Fq4Pru0c4awd,Save Me - Remastered 2011 - Queen,6
1492,one more time,Daft Punk,0DiWol3AO6WpXZgp0goxAV,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,320357,https://open.spotify.com/track/0DiWol3AO6WpXZgp0goxAV,One More Time - Daft Punk,1
1493,live and let die,Guns N' Roses,0rFWuqFgHAfuzE8uSB9TWR,0.262,0.777,11,-8.671,1,0.0632,0.0109,0.113,0.12,0.264,152.5,182733,https://open.spotify.com/track/0rFWuqFgHAfuzE8uSB9TWR,Live And Let Die - Guns N' Roses,1
1494,i'm yours,Jason Mraz,1EzrEOXmMH3G43AXT1y7pA,0.686,0.457,11,-8.322,1,0.0468,0.595,0.0,0.105,0.718,150.953,242187,https://open.spotify.com/track/1EzrEOXmMH3G43AXT1y7pA,I'm Yours - Jason Mraz,6
1495,annabel,Hans De Booij,41Wklq87430ovCkiHchbN2,0.805,0.52,7,-13.974,1,0.299,0.0594,3.97e-06,0.0978,0.593,173.713,212600,https://open.spotify.com/track/41Wklq87430ovCkiHchbN2,Annabel - Hans De Booij,2
1496,memories,Earth & Fire,2GrDZ5VOmTgRby61g1QHAj,0.33,0.757,4,-7.813,0,0.0477,0.492,0.0266,0.34,0.347,131.347,199933,https://open.spotify.com/track/2GrDZ5VOmTgRby61g1QHAj,Memories - Earth & Fire,1
1497,ni**as in paris,JAY-Z,4Li2WHPkuyCdtmokzW2007,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,219333,https://open.spotify.com/track/4Li2WHPkuyCdtmokzW2007,Ni**as In Paris - JAY-Z,2
1498,i'm going home,Ten Years After,7gezuRR6Fmvji06f1oLmKC,0.379,0.931,2,-1.925,1,0.0981,0.178,0.0202,0.812,0.403,116.79,638933,https://open.spotify.com/track/7gezuRR6Fmvji06f1oLmKC,I'm going home - Ten Years After,4
1499,you don't know,Milow,6tuiVu3EhyiUGNCyWO0qET,0.553,0.576,4,-7.345,1,0.085,0.597,4.7e-06,0.134,0.654,175.784,167253,https://open.spotify.com/track/6tuiVu3EhyiUGNCyWO0qET,You Don't Know - Milow,1
1500,scenes from an italian restaurant,Billy Joel,3utq2FgD1pkmIoaWfjXWAU,0.415,0.931,5,-4.988,1,0.126,0.407,0.000501,0.114,0.339,97.953,456893,https://open.spotify.com/track/3utq2FgD1pkmIoaWfjXWAU,Scenes from an Italian Restaurant - Billy Joel,1
1501,human touch,Bruce Springsteen,1o53HbxmOy5TzThJdBaDZb,0.651,0.516,0,-13.628,1,0.0277,0.00244,5.93e-05,0.0973,0.453,115.154,388800,https://open.spotify.com/track/1o53HbxmOy5TzThJdBaDZb,Human Touch - Bruce Springsteen,6
1502,san francisco (be sure to wear flowers in your hair) - single version,Scott McKenzie,6vcNJUWtUPB0hKC6VbZriY,0.525,0.52,7,-11.725,1,0.0271,0.538,0.00569,0.111,0.523,112.554,178507,https://open.spotify.com/track/6vcNJUWtUPB0hKC6VbZriY,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version - Scott McKenzie,6
1503,right next door (because of me),Robert Cray,0fSHddBRlxTetqIgwDjDk3,0.73,0.592,10,-10.182,0,0.0514,0.334,0.00116,0.0769,0.786,87.59,256015,https://open.spotify.com/track/0fSHddBRlxTetqIgwDjDk3,Right Next Door (Because Of Me) - Robert Cray,0
1504,ain't nobody,Chaka Khan,2NVpYQqdraEcQwqT7GhUkh,0.8,0.878,1,-7.109,1,0.0434,0.189,0.000104,0.14,0.816,104.282,280853,https://open.spotify.com/track/2NVpYQqdraEcQwqT7GhUkh,Ain't Nobody - Chaka Khan,3
1505,blackstar,David Bowie,0Fao855T3klV3REFRFHRF3,0.366,0.552,6,-8.35,1,0.0317,0.206,0.0595,0.178,0.114,97.98,597933,https://open.spotify.com/track/0Fao855T3klV3REFRFHRF3,Blackstar - David Bowie,1
1506,home by the sea - remastered 2007,Genesis,0M4XhhlpLOuASct8J8MZe5,0.604,0.704,4,-7.695,0,0.0365,0.494,0.000647,0.0761,0.587,128.496,307800,https://open.spotify.com/track/0M4XhhlpLOuASct8J8MZe5,Home By The Sea - Remastered 2007 - Genesis,0
1507,appleknockers flophouse,Cuby & The Blizzards,7FcYzZLENZjaCKaqL2mRPt,0.308,0.707,0,-9.437,1,0.0994,0.00301,2.53e-05,0.255,0.674,197.321,150693,https://open.spotify.com/track/7FcYzZLENZjaCKaqL2mRPt,Appleknockers Flophouse - Cuby & The Blizzards,1
1508,skandal im sperrbezirk,Spider Murphy Gang,0hgbkNcWjVflyBCfgCwxwd,0.587,0.757,2,-10.785,1,0.036,0.0805,0.000441,0.351,0.786,92.645,219560,https://open.spotify.com/track/0hgbkNcWjVflyBCfgCwxwd,Skandal im Sperrbezirk - Spider Murphy Gang,3
1509,de waarheid,Marco Borsato,76wIe1sRiW5whxjY0PsDr4,0.337,0.36,0,-10.82,0,0.0274,0.107,0.000922,0.331,0.0911,61.308,312227,https://open.spotify.com/track/76wIe1sRiW5whxjY0PsDr4,De Waarheid - Marco Borsato,6
1510,mr. bojangles - single version,Sammy Davis Jr.,1DGaqkDcIYIBZSpW5vyoOL,0.536,0.182,0,-13.262,0,0.0458,0.746,0.000118,0.111,0.132,117.361,343120,https://open.spotify.com/track/1DGaqkDcIYIBZSpW5vyoOL,Mr. Bojangles - Single Version - Sammy Davis Jr.,6
1511,24k magic,Bruno Mars,6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,24K Magic - Bruno Mars,3
1512,there must be an angel (playing with my heart),Eurythmics,2hbA72TFulrNGTEBUMAnzG,0.584,0.776,0,-5.495,1,0.0358,0.267,0.0,0.112,0.608,112.139,281040,https://open.spotify.com/track/2hbA72TFulrNGTEBUMAnzG,There Must Be an Angel (Playing with My Heart) - Eurythmics,3
1513,roundabout - 2003 remaster,Yes,0YveezON7jpiaHA8fnUHxN,0.41,0.761,4,-9.453,0,0.0687,0.0685,0.00772,0.0758,0.392,132.923,510573,https://open.spotify.com/track/0YveezON7jpiaHA8fnUHxN,Roundabout - 2003 Remaster - Yes,1
1514,california love,2Pac,0LyLz6XsVs6wz85dK0S6EG,0.658,0.87,5,-3.019,1,0.0955,0.0275,0.0,0.656,0.791,91.647,348000,https://open.spotify.com/track/0LyLz6XsVs6wz85dK0S6EG,California Love - 2Pac,4
1515,summertime,Brainbox,2NZgswCQADocBJImSyZzP7,0.375,0.551,0,-8.729,1,0.0277,0.0421,7.16e-05,0.311,0.247,88.786,262747,https://open.spotify.com/track/2NZgswCQADocBJImSyZzP7,Summertime - Brainbox,1
1516,zaterdag,BLØF,3GxXNiBR3inJ0UoyXyWaot,0.751,0.707,7,-9.516,1,0.0317,0.0914,9.47e-05,0.103,0.9,140.924,282747,https://open.spotify.com/track/3GxXNiBR3inJ0UoyXyWaot,Zaterdag - BLØF,3
1517,don't answer me,The Alan Parsons Project,3IeVrRu0jOlwOkTwD9AykT,0.615,0.783,0,-8.716,1,0.0303,0.0717,0.000109,0.215,0.634,115.133,251853,https://open.spotify.com/track/3IeVrRu0jOlwOkTwD9AykT,Don't Answer Me - The Alan Parsons Project,3
1518,wereld zonder jou,Marco Borsato,1f4VAmKMduljFaWtRGGweZ,0.571,0.363,0,-10.348,1,0.0291,0.513,0.0,0.172,0.0882,121.14,235933,https://open.spotify.com/track/1f4VAmKMduljFaWtRGGweZ,Wereld Zonder Jou - Marco Borsato,6
1519,cry me a river,Justin Timberlake,7Lf7oSEVdzZqTA0kEDSlS5,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,288333,https://open.spotify.com/track/7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River - Justin Timberlake,0
1520,black night,Deep Purple,46VaDtbrBj929FWnUdTQV0,0.531,0.842,9,-10.368,1,0.113,0.0418,0.0567,0.118,0.84,134.661,207093,https://open.spotify.com/track/46VaDtbrBj929FWnUdTQV0,Black Night - Deep Purple,3
1521,nicotine,Chef'Special,6yvxKrf9KZLTodXFTBmdR1,0.569,0.301,5,-9.478,1,0.03,0.639,1.02e-06,0.0982,0.443,89.541,238260,https://open.spotify.com/track/6yvxKrf9KZLTodXFTBmdR1,Nicotine - Chef'Special,6
1522,bad - 2012 remaster,Michael Jackson,5lWFrW5T3JtxVCLDb7etPu,0.787,0.889,8,-3.786,1,0.0397,0.00462,0.423,0.0665,0.394,114.091,247360,https://open.spotify.com/track/5lWFrW5T3JtxVCLDb7etPu,Bad - 2012 Remaster - Michael Jackson,5
1523,all i ask,Adele,6HbI4e2Y2f6HYVV6r04M4W,0.592,0.28,4,-5.494,1,0.0283,0.889,0.0,0.124,0.348,141.899,271800,https://open.spotify.com/track/6HbI4e2Y2f6HYVV6r04M4W,All I Ask - Adele,6
1524,the first time ever i saw your face,Roberta Flack,0SxFyA4FqmEQqZVuAlg8lf,0.311,0.0264,0,-21.644,1,0.037,0.731,0.00205,0.156,0.139,120.653,260666,https://open.spotify.com/track/0SxFyA4FqmEQqZVuAlg8lf,The First Time Ever I Saw Your Face - Roberta Flack,6
1525,always on the run,Lenny Kravitz,3xxBAMUVusDLjLFwwL9qoY,0.52,0.875,9,-8.075,1,0.151,0.0215,0.03,0.0709,0.887,169.214,233067,https://open.spotify.com/track/3xxBAMUVusDLjLFwwL9qoY,Always On The Run - Lenny Kravitz,1
1526,sloop john b - remastered,The Beach Boys,2ULL3VZf4WwBKO4vjwT7Bg,0.567,0.745,8,-5.423,1,0.0264,0.402,0.0,0.0873,0.903,125.575,180133,https://open.spotify.com/track/2ULL3VZf4WwBKO4vjwT7Bg,Sloop John B - Remastered - The Beach Boys,3
1527,talkin' bout a revolution,Tracy Chapman,0YMFcrMtBowDdD5bPz0cgy,0.561,0.732,7,-6.178,1,0.0281,0.329,0.000228,0.0755,0.671,118.975,161600,https://open.spotify.com/track/0YMFcrMtBowDdD5bPz0cgy,Talkin' Bout a Revolution - Tracy Chapman,3
1528,uninvited,Alanis Morissette,7c1iI6dwdCpHGYT8DGEfab,0.38,0.538,2,-5.493,1,0.0313,0.0223,0.00487,0.094,0.193,127.416,276200,https://open.spotify.com/track/7c1iI6dwdCpHGYT8DGEfab,Uninvited - Alanis Morissette,1
1529,all night long (all night) - single version,Lionel Richie,4czNORk5MjW5WOn98bki32,0.748,0.603,1,-12.044,1,0.043,0.15,0.000261,0.0269,0.827,108.831,258667,https://open.spotify.com/track/4czNORk5MjW5WOn98bki32,All Night Long (All Night) - Single Version - Lionel Richie,3
1530,mijn vlakke land,Jacques Brel,1UlztlUKod6mibYwJEWbsp,0.4,0.325,11,-11.255,1,0.0457,0.257,0.0,0.0821,0.46,79.245,172653,https://open.spotify.com/track/1UlztlUKod6mibYwJEWbsp,Mijn Vlakke Land - Jacques Brel,6
1531,mensch,Herbert Grönemeyer,2urspvjqMlyq8JVAudN3DK,0.682,0.781,11,-5.566,0,0.0797,0.0272,0.00149,0.0768,0.865,174.025,270320,https://open.spotify.com/track/2urspvjqMlyq8JVAudN3DK,Mensch - Herbert Grönemeyer,0
1532,break my stride,Matthew Wilder,1mCsF9Tw4AkIZOjvZbZZdT,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077,184480,https://open.spotify.com/track/1mCsF9Tw4AkIZOjvZbZZdT,Break My Stride - Matthew Wilder,3
1533,i am the walrus - remastered 2009,The Beatles,6Pq9MmkDQYZiiCDpxnvrf6,0.401,0.556,2,-10.532,1,0.0513,0.0828,0.000359,0.589,0.654,85.206,275867,https://open.spotify.com/track/6Pq9MmkDQYZiiCDpxnvrf6,I Am The Walrus - Remastered 2009 - The Beatles,4
1534,jerusalema (feat. nomcebo zikode),Master KG,2MlOUXmcofMackX3bxfSwi,0.88,0.483,1,-7.012,1,0.0505,0.0185,8.68e-06,0.0607,0.827,124.009,342613,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi,Jerusalema (feat. Nomcebo Zikode) - Master KG,3
1535,breathe,The Prodigy,5oPUBUzrAnwvlmMzl1VW7Y,0.679,0.822,9,-6.117,1,0.0498,0.0091,0.871,0.0388,0.32,130.036,334800,https://open.spotify.com/track/5oPUBUzrAnwvlmMzl1VW7Y,Breathe - The Prodigy,5
1536,nathalie,Gilbert Bécaud,1ul9ZfkWWeAjA3HiRwK4Op,0.422,0.632,9,-7.121,0,0.0779,0.749,1.25e-06,0.594,0.81,134.715,245213,https://open.spotify.com/track/1ul9ZfkWWeAjA3HiRwK4Op,Nathalie - Gilbert Bécaud,4
1537,the way it is,Bruce Hornsby,6V50MyHPGhEmwYu0Wdyf0t,0.582,0.689,7,-12.203,1,0.0277,0.607,0.0571,0.145,0.531,111.166,297853,https://open.spotify.com/track/6V50MyHPGhEmwYu0Wdyf0t,The Way It Is - Bruce Hornsby,6
1538,this town,Niall Horan,0qvzXomUDJVaUboy2wMfiS,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,232852,https://open.spotify.com/track/0qvzXomUDJVaUboy2wMfiS,This Town - Niall Horan,6
1539,kalverliefde,Robert Long,3OzAqfH9nHHstiIupiR3Ft,0.481,0.146,7,-16.64,1,0.0519,0.871,2.98e-05,0.823,0.392,136.852,233520,https://open.spotify.com/track/3OzAqfH9nHHstiIupiR3Ft,Kalverliefde - Robert Long,6
1540,love on top,Beyoncé,1z6WtY7X4HQJvzxC4UgkSf,0.652,0.748,0,-5.242,1,0.0887,0.0849,0.0,0.604,0.652,94.1,267413,https://open.spotify.com/track/1z6WtY7X4HQJvzxC4UgkSf,Love On Top - Beyoncé,4
1541,unwritten,Natasha Bedingfield,1D1nixOVWOxvNfWi0UD7VX,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,259333,https://open.spotify.com/track/1D1nixOVWOxvNfWi0UD7VX,Unwritten - Natasha Bedingfield,3
1542,blueberry hill,Fats Domino,06PdA0DLgF4BfAeUNZAbFG,0.489,0.499,11,-9.702,1,0.0271,0.74,0.000236,0.156,0.829,133.341,147880,https://open.spotify.com/track/06PdA0DLgF4BfAeUNZAbFG,Blueberry Hill - Fats Domino,6
1543,because the night,Patti Smith,77XlfkvXtMwppbEU5sku97,0.443,0.797,11,-5.329,0,0.0351,0.0526,0.0,0.0997,0.521,123.428,205387,https://open.spotify.com/track/77XlfkvXtMwppbEU5sku97,Because the Night - Patti Smith,0
1544,homeless (with ladysmith black mambazo),Paul Simon,75fomtP3etOOIJDBAXVawy,0.404,0.27,6,-16.337,1,0.0681,0.875,0.0,0.262,0.294,91.396,228413,https://open.spotify.com/track/75fomtP3etOOIJDBAXVawy,Homeless (with Ladysmith Black Mambazo) - Paul Simon,6
1545,spicks and specks,Bee Gees,3VDc5gm14mRYDUANXeLW5Y,0.65,0.634,2,-7.355,1,0.0326,0.777,0.000205,0.277,0.713,122.787,171533,https://open.spotify.com/track/3VDc5gm14mRYDUANXeLW5Y,Spicks And Specks - Bee Gees,3
1546,guaranteed,Eddie Vedder,4LGF2tDg3878bs0mQPByZ4,0.436,0.4,7,-11.485,1,0.0272,0.904,0.00105,0.125,0.351,100.734,164500,https://open.spotify.com/track/4LGF2tDg3878bs0mQPByZ4,Guaranteed - Eddie Vedder,6
1547,"(i've had) the time of my life - from ""dirty dancing"" soundtrack",Bill Medley,4BFMQ15vXr626UOoZL8bUI,0.7,0.781,6,-8.255,0,0.0507,0.0874,0.00342,0.059,0.385,108.695,289067,https://open.spotify.com/track/4BFMQ15vXr626UOoZL8bUI,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack - Bill Medley",0
